id,image_id,geom_vs_bbox_max_diff
d7fd9cdb-3f34-4dfc-a1fa-c1fd25110a98,040301-20140609195854Bh,0.0
ca65251f-f7c8-4553-ad55-ad0f06272782,040301-20140609195854Bh,0.0
7b301b5d-fe5d-4b4d-b0b7-41b0f8cabeec,040301-20140609195854Bh,0.0
184911bf-d671-4a08-bc84-6f5fb7ce5277,040301-20140609195854Bh,0.0
67dcd25e-ed1e-4565-960e-d653c9a905ab,040301-20140609195854Bh,0.0
730b345b-574a-4da7-9b62-5ffe6192ed30,040301-20140609195854Bh,0.0
e5f87bb8-4000-46ee-81b5-701705880be6,040301-20140609195854Bh,0.0
30c4ce39-dfff-4b27-8624-fa9a6a00b76e,040301-20140609195854Bh,0.0
f376240a-00af-44da-9705-402ffc8f8d49,040301-20140609195854Bh,0.0
dcd80baf-0c75-44cb-99ce-9eda5756e507,040301-20140609195854Bh,0.0
5787e002-b7aa-46d2-85e1-5d99afc6355a,040301-20140609195854Bh,0.0
9113780a-b5a4-4dc2-b6fc-580a7513ed94,040301-20140609195854Bh,0.0
358e381d-d27e-4e28-8899-236567aa8a00,050103-20111116063134Lh,0.0
381a63d8-5401-4131-b181-282c0d50fd50,050103-20111116063134Lh,0.0
3f0cf8fe-0689-44f6-b436-88628fdd3a9d,050103-20111116063134Lh,0.0
cb3d0cd0-00d4-4f36-8b07-2edf1cc36cf8,050103-20111116063134Lh,0.0
feb82bc1-6d42-4766-a0e8-f857c47cd5ad,050103-20111116063134Lh,0.0
197f4b3f-03ee-45fa-be1d-97cef92d9ce9,050103-20111116063134Lh,0.0
4fbc3119-3d78-4078-8852-064714ca76b0,050103-20111116063134Lh,0.0
6aac8e61-826b-4a66-ad0c-1cd2698a2a65,050103-20111116063134Lh,0.0
04864537-97a2-4075-b19d-d2c5760e26ce,050103-20111116063134Lh,0.0
c3783a29-d5ad-4d3a-9837-cc3d5233638b,050103-20111116063134Lh,0.0
f1e18d29-0432-4894-9639-141ec44eae0c,050103-20111116063134Lh,0.0
fa579752-0fa6-4802-9eec-5d98558875a0,050102-20111116063134Lh,0.0
07733b34-f29f-471a-bc5a-fe2046043bcc,050102-20111116063134Lh,0.0
130b47c0-4c47-48e7-bcb1-4531e6405e34,050102-20111116063134Lh,0.0
9763785a-692d-4cef-84ce-a54a5a60f4cc,050102-20111116063134Lh,0.0
a362baa2-b3ee-43a8-8f1d-b1ac95790cf2,050102-20111116063134Lh,0.0
b7fbe21a-bfed-4874-9360-d16c4aafbf07,050102-20111116063134Lh,0.0
145297eb-431d-426e-acee-65ac1c652b8d,050102-20111116063134Lh,0.0
30246318-3c2c-42e3-b2b1-e43851808134,050102-20111116063134Lh,0.0
32159e24-4b1e-47e2-bda9-f350d6e86f48,050102-20111116063134Lh,0.0
782ac718-9fe1-45a1-a031-d25e5447b436,050102-20111116063134Lh,0.0
bf59bc64-3a68-4ed7-8218-b690196eb42e,050102-20111116063134Lh,0.0
ea9db1f3-0a9d-4e0d-ad7a-9ed57cae5f1a,050101-20111116063134Lh,0.0
af69b8cc-4195-4814-b801-2bbe41c3662c,050101-20111116063134Lh,0.0
68726409-c7e1-49be-86ae-2ffa556143f7,050101-20111116063134Lh,0.0
892a563c-fb44-47cd-911c-bb2567ab5517,050101-20111116063134Lh,0.0
88e62b93-4f03-45d4-9b8c-9dc6782b3c10,050101-20111116063134Lh,0.0
3ed9ddb5-c1f7-4388-977b-ccd196784bfb,050101-20111116063134Lh,0.0
cc1e701e-e79f-4d6b-a7a3-41bd6df241a6,050101-20111116063134Lh,0.0
71199cc4-041d-4064-afa3-5ca71b40ead4,050101-20111116063134Lh,0.0
04a87a70-ae01-4199-a3a8-43b4ff99bcff,050101-20111116063134Lh,0.0
83fab9de-41f5-450e-8053-8b25db20e4df,050101-20111116063134Lh,0.0
3c7bf013-7cc8-45ae-866b-2697767ab974,050101-20111116063134Lh,0.0
f62b064c-3fa0-4570-8ac4-ac64aabc7ee3,030101-20130725122934Ch,0.0
50979dce-42dd-46ad-844d-4ca260ec1ca8,030101-20130725122934Ch,0.0
cfcadd5b-78a7-4ea5-8d15-d2fedf2b38fd,030101-20130725122934Ch,0.0
7b6952e5-389f-4dc8-adf3-8237b62ef14e,030101-20130725122934Ch,0.0
5df634a4-f32a-481f-9e13-2c43671ccc64,030101-20130725122934Ch,0.0
3514000f-db66-4775-8b8b-0d61c6ab2da8,030101-20130725122934Ch,0.0
babf74c9-cd68-4aaa-9a0e-472cc4deaea7,030101-20130725122934Ch,0.0
413ac06b-a004-4cce-be65-24cd570db232,030101-20130725122934Ch,0.0
a030bcdb-efc8-4785-9ed3-ad417c1b7b51,030101-20130725122934Ch,0.0
d0a91c63-1374-4a1a-8c17-17d9a5a8c8e5,030101-20130725122934Ch,0.0
8ccc33a7-2263-430f-bcf1-bcea71878181,030101-20130725122934Ch,0.0
4b565aaa-8dfd-4567-a316-0bfd8bdca0dc,030101-20130725122934Ch,0.0
ff87fb13-0104-41b5-a497-1563945fdcca,030101-20130725122934Ch,0.0
0f12069d-ef58-41ee-8b61-43b48261acbd,030101-20130725122934Ch,0.0
596b6254-a021-4735-b188-e93970352629,030101-20130725122934Ch,0.0
ca4085e0-d338-4baa-aa5f-ac162f355fbd,030101-20130725122934Ch,0.0
88dd66e8-8a14-48dd-8241-0c6a4d0c777d,010102-20141027025054Uh,0.0
767935b9-297b-4cde-8ab7-ed9f039e5a2c,010102-20141027025054Uh,0.0
b46fa8ad-d135-4656-b303-5f44d43f3d6f,010102-20141027025054Uh,0.0
a480ecd3-e81f-4376-b9a9-60cd6e6e54b4,010102-20141027025054Uh,0.0
62643dfd-f2c1-4c7f-8ec0-470635ba70e5,010102-20141027025054Uh,0.0
00582689-feb5-4938-a39f-e30de6aee50e,010102-20141027025054Uh,0.0
a2ea9d0a-e493-4286-83f7-7e4ffdd16565,010102-20141027025054Uh,0.0
d2768d6b-e827-4de0-97e4-c6fd89aee646,010101-20141027025054Uh,0.0
b3603bed-4a79-4156-ae7d-f60dd2cdfed5,010101-20141027025054Uh,0.0
a4009461-a3da-4fad-ae41-1a61784c3a24,010101-20141027025054Uh,0.0
5019db77-c378-4587-a77e-01bcf86fc7a6,010101-20141027025054Uh,0.0
fed0a13f-b6d3-463a-99b1-da79e7f3c530,010101-20141027025054Uh,0.0
ccaa5015-c5b2-431f-92df-dbb92ac5554d,010101-20141027025054Uh,0.0
585340a6-a293-48a3-9e77-c3bf92e0dd5b,010101-20141027025054Uh,0.0
2fb70156-7c82-4593-bab0-cc1224560a94,010101-20160714235434Lh,0.0
cb900533-b433-4238-bad9-955474df6fb4,010101-20160714235434Lh,0.0
9d0e394e-ca35-4615-a162-ac735e158119,010101-20160714235434Lh,0.0
bb1a8e0a-8c6a-48f2-88cc-1b1be30d492e,010101-20160714235434Lh,0.0
c05f5ff8-979e-4ec3-8ece-375a70042871,010101-20160714235434Lh,0.0
6c328e51-b7f6-46ed-89e5-d1bf7c5db2b3,010101-20160714235434Lh,0.0
58fc0176-333f-411b-9846-7734a4975856,010101-20160714235434Lh,0.0
2ecaef2e-84aa-4460-8922-b3143bb66b75,010101-20160714235434Lh,0.0
05fd2bc0-0a60-4a47-9da0-44c1331b0d55,010101-20160714235434Lh,0.0
0a6b62e8-4b79-44d5-8cad-b984b71fa5d9,010102-20160714235434Lh,0.0
a233d77d-717e-4795-aac3-4d8a728205bc,010102-20160714235434Lh,0.0
a5e4a972-9da7-4068-afa6-82790a560405,010102-20160714235434Lh,0.0
792adf61-171a-41a5-8430-5c05f1dd4814,010102-20160714235434Lh,0.0
047b0960-2cfd-4421-9170-312d5c3d7031,010102-20160714235434Lh,0.0
5df803ec-d1aa-40a3-a507-098fd9c5a491,010102-20160714235434Lh,0.0
4308f5b8-04f7-47e2-a5ab-53fda1324358,010102-20160714235434Lh,0.0
ea5e47a9-b6ca-41cb-87a5-ece6acb60d06,010102-20160714235434Lh,0.0
d5005289-4b72-4ff0-a050-7ce30c724d0b,010102-20160714235434Lh,0.0
eca88dc9-b228-4562-8dc8-b8f53d67cae2,010102-20160714235434Lh,0.0
b657a7f7-5a3b-4be4-bd16-85b26a66c8ea,020101-20170411013550Uh,0.0
0033ac4e-9782-4a47-ba4e-d32cc4ab6ec1,020101-20170411013550Uh,0.0
0f33843d-b947-4a1b-9ee4-3b74190b4a7e,020101-20170411013550Uh,0.0
0d4d84d6-5667-4ce5-8355-9821ef8f7e5a,010201-20131224192154Bh,0.0
178572e9-95f1-462d-91c4-5aaa2bdb3561,010201-20131224192154Bh,0.0
22e26187-92aa-4b4f-9877-faeccaebb15e,010201-20131224192154Bh,0.0
c13cf396-6e27-4bcc-9dbb-bcdbfd0177e0,010201-20131224192154Bh,0.0
b4358982-ff5b-4294-9b13-7e64aaff3907,010201-20131224192154Bh,0.0
ade94ad3-c3f9-43a8-8c66-f89fd2aeb031,010201-20131224192154Bh,0.0
82c04f94-4400-4bbb-b3fd-80760d8d5993,010201-20131224192154Bh,0.0
82e0f67c-48bb-41e0-9cd4-7358e4ff9123,010201-20131224192154Bh,0.0
ab8e0f3e-3cd3-46ed-95d8-0f063b71fc0b,010201-20131224192154Bh,0.0
b03bab25-3a88-4fa9-ad67-6fa7ee549675,010201-20131224192154Bh,0.0
a308454d-e554-4c2c-a561-353dbba90524,010201-20131224192154Bh,0.0
66804195-b102-43ad-9dd0-3fba5848af62,020403-20180318232230Lh,0.0
87fc42e2-21dc-4bca-bb23-97963ad0ada4,020401-20180318232230Lh,0.0
e96474f6-742c-4e3c-a19e-d2c102dd326b,020401-20180318232230Lh,0.0
19c0dbc4-ed20-4060-bcde-05a0d7d95900,040201-20130306172214Mh,0.0
c8009ef7-dd58-4f0b-9f30-88fe62019af7,040201-20130306172214Mh,0.0
e4f8cf65-dbd7-4813-9860-5312f642c786,040201-20130306172214Mh,0.0
03a2158c-cbd7-4326-92a4-9f2f1d364e24,040201-20130306172214Mh,0.0
2ec539b5-269f-4db4-9726-be6ada4e1fe0,040201-20130306172214Mh,0.0
d775be63-2a13-4486-92da-7ea61d1b54ae,040201-20130306172214Mh,0.0
23fbc392-783c-4a3c-993c-a5652327c514,040201-20130306172214Mh,0.0
7a7c0047-3f53-4a9c-b488-75df940ddb8e,040201-20130306172214Mh,0.0
4befd9b6-c1bb-47f4-974e-eeba596e668c,050302-20130808140054Bh,0.0
f11372cd-e20a-4b60-9299-6a5686ec6d03,050302-20130808140054Bh,0.0
598b9537-3c3e-4790-8fb1-a1ab1774967d,050302-20130808140054Bh,0.0
fda9d3ee-99a1-47ee-9d1f-01b4735c3b05,050302-20130808140054Bh,0.0
1b2cc163-47cb-43ab-b8c6-329edc782d47,050302-20130808140054Bh,0.0
542cba53-3a9a-4f48-aadc-3ab81f7bceb2,050302-20130808140054Bh,0.0
7969a3c9-0638-425b-b952-229ca06f7450,050302-20130808140054Bh,0.0
0be9547b-7467-4967-bcca-478a55f90731,050302-20130808140054Bh,0.0
c563aec4-8e25-487e-9343-93cffc07f08e,050302-20130808140054Bh,0.0
822cd744-303c-467c-9e1c-6677365ff64e,010102-20160703133714Th,0.0
4b786204-d8f9-4564-b9f1-748c11360b3b,010102-20160703133714Th,0.0
b1f4b56f-d9bc-4dc5-abe0-be1921170541,010102-20160703133714Th,0.0
ef426a8e-0b1a-49b6-9991-600f299565b1,010102-20160703133714Th,0.0
c25dae92-35d3-427c-a9f7-41c61769db1a,010102-20160703133714Th,0.0
964d4e8e-2d2c-478b-9533-d7e21158e3c8,010102-20160703133714Th,0.0
45828a98-b3c9-40d1-913a-8dc46e437392,010102-20160703133714Th,0.0
13cbe386-9b97-4a12-a683-ea8aa155c301,010101-20160703133714Th,0.0
22e37261-c887-4c38-9a69-c530e753c6e2,010101-20160703133714Th,0.0
7f19c35e-5aa0-424f-8ae1-d1b2da44cb73,010101-20160703133714Th,0.0
a951b2e3-8aa0-4b5f-b53c-45c0adff7e3f,010101-20160703133714Th,0.0
78314be4-6243-45fd-9271-f3f72ce5c294,010101-20160703133714Th,0.0
63311071-9db6-4aa5-ab19-a678a3dd27a9,010101-20160703133714Th,0.0
9730c564-c016-4937-9d2f-3f29da02f389,010101-20160703133714Th,0.0
db515b52-c884-432d-9c21-27df8068c18a,010101-20160703133714Th,0.0
b88e90b7-5959-40bc-af79-f1e4f87b219f,010103-20160703133714Th,0.0
b07578f1-71fe-4b80-8cbc-a8d1af59862a,010103-20160703133714Th,0.0
30590b28-d265-4766-8f93-249cacd0294e,010103-20160703133714Th,0.0
0792828f-636a-43f3-a409-b105ae7e3b83,010103-20160703133714Th,0.0
378263dd-c9d1-422c-b6d5-2c455038c183,010103-20160703133714Th,0.0
98c3e552-f19c-434e-baa5-3fa1225c8d48,010103-20160703133714Th,0.0
80aa961b-56e2-4e84-9628-1d26a2867bb9,010103-20160703133714Th,0.0
a6f3fba7-70d5-40c4-a747-4dc3da5ca6e8,050302-20190317145150Bh,0.0
546c4173-8643-486e-b819-455dd0643587,010403-20190412025430Lh,0.0
968c38a0-afd8-49f2-af0f-93b06f54c682,010401-20190412025430Lh,0.0
5d472b41-4991-4c26-9679-8b3e0c1794fa,010402-20190412025430Lh,0.0
da0ad2e0-99d1-4718-8650-03ed03298c5e,040102-20160302133734Ch,0.0
48ee0c41-4bbb-4b22-af64-9ab51b3a4299,040102-20160302133734Ch,0.0
938b327a-7a7c-46ac-a433-3e95826c8c48,040102-20160302133734Ch,0.0
bb75bbdf-6993-4c35-ad66-47a7ffacfc09,040102-20160302133734Ch,0.0
8c1391f4-f30a-4fd9-8c38-04b2e2fd36f9,040102-20160302133734Ch,0.0
424bb55f-7ceb-4c0a-8ec0-d63cf79a5b7f,040102-20160302133734Ch,0.0
14f13cb9-702c-4de6-a233-cf7f98c9c0ec,040102-20160302133734Ch,0.0
d1e26c79-8f59-417f-8430-cc0321d108bb,010202-20170719235330Lh,0.0
09a926c8-e6c9-42f3-9bcd-52def254008b,010202-20170719235330Lh,0.0
fc7a95ae-c243-4847-9743-6ae4b3802d51,010202-20170719235330Lh,0.0
ed899907-beff-4abe-b9eb-c467557f78e3,010202-20170719235330Lh,0.0
4bd2f081-583c-4cc9-b33f-d584c63c54a9,010202-20170719235330Lh,0.0
f8481535-6b9a-4a93-97b7-dccc39d4b640,010102-20171027223030Lh,0.0
86244a7c-80d7-4af3-b617-56ab23f61bd9,010102-20171027223030Lh,0.0
98b1820c-cf91-4d27-9d23-831d82fd7aff,010102-20171027223030Lh,0.0
cf40c0bb-412f-4a91-b299-a2e97b12f38c,010102-20171027223030Lh,0.0
e88a6701-1650-4164-8fd2-8d3b5805ffe7,010102-20171027223030Lh,0.0
a8f7cc5b-e46b-489a-a818-0619c501d928,010102-20171027223030Lh,0.0
2add990a-3ca7-441d-af8f-565539115a98,010102-20171027223030Lh,0.0
36984285-c36a-4ff7-9396-2bbc38211633,010102-20171027223030Lh,0.0
8cf63c0c-d012-43b8-8bb0-65858f12969d,010102-20171027223030Lh,0.0
00001950-66d7-4923-9e53-abcf09398704,010101-20171027223030Lh,0.0
34278148-adc3-41c2-997d-b78a5f70f552,010101-20171027223030Lh,0.0
bb4b1046-2ff0-4057-bb1a-ff35a00f9ed0,010101-20171027223030Lh,0.0
fc52b1d4-094a-4174-a75c-cb5fe71d437a,010101-20171027223030Lh,0.0
26cc0544-cf8b-4a1e-bee0-45271bdb3f96,010101-20171027223030Lh,0.0
4ce54889-3c09-41ac-aa62-702d28f6920d,010101-20171027223030Lh,0.0
0534e229-296f-4ec6-86d4-7f7085e1806a,010101-20171027223030Lh,0.0
96636dcc-8d2b-4467-932a-42a279a32ce3,010101-20171027223030Lh,0.0
a268e237-0cc5-46ab-b1fd-3824129779a8,010101-20171027223030Lh,0.0
5e6f15cb-2108-4dc7-8b2c-f19b539a5b86,030101-20151013144654Bh,0.0
228d423b-3af4-4b6f-a3bd-ae2f74910329,030101-20151013144654Bh,0.0
517fd7b4-ca71-400a-af32-2fec4ec4f67b,030101-20151013144654Bh,0.0
52d14df4-9d7b-454e-88e7-2cb817fadf30,030101-20151013144654Bh,0.0
f4e72d0b-7352-46d5-ba79-6a8e6e1a4d3e,030101-20151013144654Bh,0.0
94441113-624f-4f22-87c4-583c5d6250e0,030101-20151013144654Bh,0.0
0fdd11b1-012f-4389-af48-3db26802e47a,030101-20151013144654Bh,0.0
238a944f-d2d6-459e-b337-5b801c507cb3,030101-20151013144654Bh,0.0
310787bd-ecd6-4281-9c30-d04eacbd0bf7,030101-20151013144654Bh,0.0
739c05c2-9d56-4fe4-a7fa-2719de51fe98,010403-20131007075314Th,0.0
c2412ed4-c9f7-466a-8ba2-387e1ca358b9,010403-20131007075314Th,0.0
fe629726-2ef6-4fd2-9418-4ad94d687d4c,010403-20131007075314Th,0.0
5d91f3c2-6b58-4a87-8d30-475907257b6d,010403-20131007075314Th,0.0
316e3741-72a1-4acc-8417-416fd4bf6f89,010403-20131007075314Th,0.0
cc53e4d0-0547-453f-a627-facd5b8bb365,010403-20131007075314Th,0.0
fb826fdf-e5db-4ea3-a24c-63ba9a23a047,010403-20131007075314Th,0.0
d5db3d80-70d7-45fd-ae8e-09786be52689,010402-20131007075314Th,0.0
2c4462dd-0f4f-49b0-b9e8-12a41080a15d,010402-20131007075314Th,0.0
28d4af5d-7f14-4232-b156-372599029dcd,010402-20131007075314Th,0.0
9180a7fd-dc69-4b37-b98c-8cba111284a6,010402-20131007075314Th,0.0
a8c2094a-369f-4b46-8e06-53e29cc40cf9,010402-20131007075314Th,0.0
b86baecb-04c6-452f-be38-b30f181cca5d,010402-20131007075314Th,0.0
3987f460-9e4d-49da-91cc-e21bfed0bcb1,010402-20131007075314Th,0.0
958d42b7-97c2-4f65-b7fe-a078f105b43e,010402-20131007075314Th,0.0
1f9afa87-d97b-4798-9c47-c5bfe96326c0,010402-20131007075314Th,0.0
a51c3a24-f3e2-4265-8e72-8008c2966293,010402-20131007075314Th,0.0
49cb613f-0fa2-4baf-bc8d-2c288afd7282,010401-20131007075314Th,0.0
dbbbf1cb-8316-448b-ac7b-31e4707bcc31,010401-20131007075314Th,0.0
0a2630cf-f532-4d1b-a48a-b98bd420cdb5,010401-20131007075314Th,0.0
d2509e0a-cbca-4952-8ebc-293bb9921e30,010401-20131007075314Th,0.0
e3c04c07-8b24-4050-83c1-840983f134e5,010401-20131007075314Th,0.0
d0039d44-5c2e-42b5-82db-df98cf74dab0,010401-20131007075314Th,0.0
722fcf12-13c8-412e-9130-7bd32879a0ca,010401-20131007075314Th,0.0
7afc8c33-67b8-4641-a983-44d5c1b2fbcc,020401-20170425133730Ch,0.0
3f07538b-4609-4115-9eb9-816008691288,020401-20170425133730Ch,0.0
930a82d4-3ac2-43bf-8692-b41d45c6a33e,020401-20170425133730Ch,0.0
0074683e-3f67-49cd-9425-1a837f928eea,020403-20170425133730Ch,0.0
d44f9bf0-fae8-4518-b313-3a3d33ae8eb1,020403-20170425133730Ch,0.0
7d144333-0558-40da-99f5-cf49d531d386,030302-20110603163414Mh,0.0
5ce6d02d-eda4-4964-b721-0fe157b12f3d,030302-20110603163414Mh,0.0
d86139f9-45cd-400b-9c53-5db586583dec,030302-20110603163414Mh,0.0
16d95191-49b3-49a0-9b4a-b46d6a206c59,030302-20110603163414Mh,0.0
299e84b0-9237-4468-88b5-14a021d6cd50,030302-20110603163414Mh,0.0
c65a2d4f-7843-4514-803f-0d4da925f569,030302-20110603163414Mh,0.0
e97d61b0-8f4e-45e8-9375-a9c2cb693695,030302-20110603163414Mh,0.0
9331be0d-653e-4f85-acb9-14f654615563,030302-20110603163414Mh,0.0
